x-512,y-512,time,size,intensity,x-1024,y-1024
109,259,69,17,763,218,518
281,258,69,44,865,562,516
190,258,69,21,791,380,516
97,258,69,11,658,194,516
390,257,69,18,697,780,514
167,257,69,11,783,334,514
134,257,69,17,762,268,514
121,257,69,3,636,242,514
310,256,69,25,784,620,512
197,255,69,6,858,394,510
182,255,69,6,720,364,510
159,255,69,7,716,318,510
373,254,69,20,924,746,508
278,254,69,20,917,556,508
258,254,69,25,1027,516,508
222,254,69,17,900,444,508
396,253,69,13,660,792,506
251,253,69,8,820,502,506
204,252,69,17,828,408,504
165,252,69,5,809,330,504
390,251,69,9,739,780,502
297,251,69,42,929,594,502
188,251,69,4,736,376,502
150,251,69,15,776,300,502
220,250,69,1,758,440,500
339,249,69,4,546,678,498
395,248,69,11,736,790,496
380,248,69,34,936,760,496
308,248,69,13,620,616,496
231,248,69,23,1062,462,496
225,248,69,9,871,450,496
210,248,69,21,867,420,496
281,247,69,7,738,562,494
258,247,69,2,753,516,494
127,247,69,22,945,254,494
121,247,69,14,799,242,494
115,247,69,17,1041,230,494
253,246,69,9,767,506,492
95,246,69,15,1156,190,492
386,245,69,8,702,772,490
269,244,69,47,1028,538,488
261,244,69,16,798,522,488
250,243,69,4,780,500,486
317,242,69,19,662,634,484
286,242,69,27,776,572,484
215,242,69,4,796,430,484
164,242,69,4,726,328,484
102,242,69,44,787,204,484
279,241,69,2,727,558,482
194,241,69,12,836,388,482
183,241,69,16,777,366,482
388,240,69,41,842,776,480
118,240,69,10,704,236,480
96,240,69,4,618,192,480
371,239,69,23,655,742,478
353,239,69,21,624,706,478
255,239,69,10,811,510,478
223,239,69,8,824,446,478
208,239,69,16,816,416,478
172,239,69,23,840,344,478
331,237,69,13,587,662,474
244,237,69,15,869,488,474
151,237,69,8,719,302,474
274,236,69,12,821,548,472
237,236,69,10,777,474,472
282,235,69,9,848,564,470
411,234,69,9,647,822,468
399,234,69,8,656,798,468
299,234,69,11,622,598,468
289,233,69,9,712,578,466
212,233,69,13,836,424,466
198,233,69,6,754,396,466
382,232,69,1,574,764,464
270,232,69,7,710,540,464
249,232,69,19,872,498,464
187,232,69,28,833,374,464
349,231,69,6,626,698,462
341,231,69,14,656,682,462
308,231,69,4,584,616,462
275,231,69,2,688,550,462
155,231,69,4,757,310,462
220,230,69,18,1032,440,460
294,228,69,12,677,588,456
252,228,69,7,762,504,456
148,228,69,16,795,296,456
372,227,69,34,809,744,454
303,227,69,10,710,606,454
229,227,69,16,815,458,454
110,227,69,28,946,220,454
395,226,69,17,702,790,452
357,226,69,14,703,714,452
246,226,69,8,808,492,452
101,226,69,20,853,202,452
237,225,69,6,777,474,450
206,225,69,18,867,412,450
144,225,69,1,669,288,450
178,224,69,17,785,356,448
156,224,69,8,774,312,448
302,223,69,9,700,604,446
405,222,69,69,1014,810,444
237,222,69,2,796,474,444
204,222,69,5,851,408,444
123,222,69,59,884,246,444
388,220,69,24,825,776,440
380,220,69,6,604,760,440
344,220,69,3,615,688,440
337,220,69,24,679,674,440
270,220,69,7,687,540,440
111,220,69,22,1201,222,440
304,219,69,4,628,608,438
278,219,69,10,704,556,438
92,219,69,5,576,184,438
328,218,69,14,579,656,436
127,218,69,4,663,254,436
97,218,69,8,680,194,436
179,217,69,6,733,358,434
124,217,69,3,655,248,434
357,216,69,19,709,714,432
398,215,69,17,898,796,430
371,215,69,24,764,742,430
279,215,69,1,613,558,430
215,215,69,31,1007,430,430
144,215,69,11,704,288,430
298,214,69,3,604,596,428
231,214,69,26,935,462,428
245,213,69,38,1271,490,426
204,213,69,14,869,408,426
168,213,69,19,802,336,426
104,212,69,51,1316,208,424
314,211,69,37,856,628,422
175,211,69,1,710,350,422
368,210,69,6,635,736,420
284,210,69,24,1142,568,420
192,210,69,39,1069,384,420
153,210,69,2,737,306,420
376,209,69,14,706,752,418
240,209,69,8,867,480,418
383,208,69,3,611,766,416
118,208,69,13,751,236,416
326,207,69,25,660,652,414
269,206,69,27,792,538,412
257,206,69,3,714,514,412
250,206,69,4,718,500,412
123,206,69,10,744,246,412
232,205,69,20,1067,464,410
159,205,69,2,710,318,410
141,205,69,22,869,282,410
349,204,69,14,735,698,408
300,204,69,19,696,600,408
225,204,69,17,881,450,408
211,204,69,17,895,422,408
164,204,69,4,731,328,408
367,203,69,17,815,734,406
294,203,69,6,669,588,406
373,202,69,11,701,746,404
261,202,69,26,789,522,404
243,202,69,19,925,486,404
129,202,69,10,656,258,404
118,202,69,5,658,236,404
407,201,69,31,677,814,402
356,201,69,16,658,712,402
339,201,69,10,593,678,402
258,201,69,2,696,516,402
173,201,69,16,816,346,402
151,201,69,16,814,302,402
396,200,69,41,919,792,400
388,200,69,31,876,776,400
182,200,69,16,782,364,400
322,199,69,23,690,644,398
163,199,69,5,769,326,398
192,198,69,7,790,384,396
372,197,69,9,698,744,394
307,197,69,37,733,614,394
226,197,69,6,799,452,394
378,196,69,14,706,756,392
219,196,69,23,956,438,392
213,195,69,2,801,426,390
329,194,69,4,613,658,388
291,194,69,36,838,582,388
184,194,69,2,731,368,388
276,193,69,46,883,552,386
143,193,69,8,727,286,386
391,192,69,19,738,782,384
384,192,69,6,594,768,384
340,192,69,34,684,680,384
151,192,69,7,734,302,384
135,192,69,22,807,270,384
238,191,69,18,769,476,382
217,191,69,16,1250,434,382
193,191,69,1,753,386,382
120,191,69,16,790,240,382
176,190,69,7,731,352,380
161,190,69,4,767,322,380
132,189,69,4,682,264,378
367,188,69,1,689,734,376
324,188,69,18,619,648,376
351,186,69,14,764,702,372
331,186,69,5,578,662,372
249,186,69,7,634,498,372
240,186,69,4,762,480,372
203,186,69,82,1379,406,372
201,186,69,9,1045,402,372
360,185,69,20,1092,720,370
244,185,69,4,723,488,370
128,185,69,4,665,256,370
112,185,69,15,634,224,370
310,184,69,28,762,620,368
231,184,69,21,1085,462,368
226,183,69,11,804,452,366
257,182,69,25,881,514,364
192,182,69,17,908,384,364
167,182,69,7,749,334,364
369,181,69,14,675,738,362
287,181,69,26,778,574,362
210,181,69,9,867,420,362
155,180,69,4,733,310,360
177,179,69,1,695,354,358
352,178,69,17,710,704,356
272,178,69,12,677,544,356
115,178,69,14,659,230,356
243,177,69,8,671,486,354
233,177,69,26,883,466,354
230,177,69,2,746,460,354
312,176,69,28,795,624,352
225,176,69,4,721,450,352
296,175,69,23,658,592,350
267,175,69,3,581,534,350
217,175,69,21,876,434,350
340,174,69,20,650,680,348
326,174,69,30,742,652,348
121,174,69,41,701,242,348
284,173,69,26,1044,568,346
281,173,69,2,657,562,346
238,173,69,6,682,476,346
229,173,69,1,632,458,346
181,173,69,9,770,362,346
180,170,69,3,761,360,340
172,170,69,4,701,344,340
187,169,69,13,801,374,338
254,168,69,7,672,508,336
362,167,69,13,597,724,334
195,166,69,38,968,390,332
339,165,69,9,625,678,330
250,165,69,4,604,500,330
135,165,69,10,634,270,330
347,164,69,18,699,694,328
314,164,69,32,703,628,328
240,164,69,7,593,480,328
147,164,69,7,756,294,328
327,163,69,5,558,654,326
296,163,69,29,833,592,326
182,163,69,12,797,364,326
277,162,69,6,601,554,324
267,160,69,11,597,534,320
208,160,69,3,644,416,320
352,159,69,9,582,704,318
261,159,69,6,582,522,318
217,158,69,10,589,434,316
198,158,69,7,676,396,316
163,157,69,4,694,326,314
174,156,69,25,752,348,312
149,156,69,26,1011,298,312
328,155,69,16,634,656,310
166,155,69,1,660,332,310
274,154,69,14,699,548,308
318,153,69,8,564,636,306
127,153,69,14,685,254,306
339,152,69,29,770,678,304
309,152,69,9,579,618,304
298,151,69,8,585,596,302
165,151,69,1,595,330,302
137,151,69,6,582,274,302
145,144,69,5,542,290,288
162,142,69,3,567,324,284
358,401,70,27,907,716,802
370,398,70,11,630,740,796
364,394,70,7,627,728,788
350,394,70,22,621,700,788
371,393,70,10,606,742,786
367,390,70,2,559,734,780
355,389,70,11,672,710,778
341,386,70,4,536,682,772
359,383,70,24,749,718,766
355,381,70,3,551,710,762
328,379,70,19,598,656,758
337,375,70,13,640,674,750
344,368,70,17,575,688,736
323,367,70,14,585,646,734
211,366,70,16,723,422,732
193,364,70,5,654,386,728
331,363,70,17,614,662,726
318,362,70,2,543,636,724
231,360,70,3,549,462,720
174,359,70,12,628,348,718
214,357,70,10,750,428,714
166,357,70,2,593,332,714
218,356,70,37,907,436,712
313,355,70,12,573,626,710
159,353,70,13,694,318,706
182,352,70,19,685,364,704
326,350,70,32,773,652,700
219,350,70,5,710,438,700
186,350,70,1,662,372,700
229,349,70,13,683,458,698
310,348,70,7,601,620,696
197,348,70,40,923,394,696
255,345,70,4,535,510,690
190,345,70,44,890,380,690
142,345,70,12,625,284,690
309,343,70,5,564,618,686
235,343,70,19,697,470,686
203,343,70,1,731,406,686
173,343,70,2,622,346,686
217,341,70,7,726,434,682
315,340,70,44,809,630,680
229,340,70,3,720,458,680
154,339,70,14,768,308,678
232,338,70,2,723,464,676
360,337,70,4,566,720,674
138,337,70,12,605,276,674
206,336,70,22,982,412,672
251,335,70,10,668,502,670
336,333,70,3,568,672,666
121,333,70,13,591,242,666
303,332,70,21,671,606,664
207,332,70,4,707,414,664
368,331,70,37,732,736,662
243,331,70,22,731,486,662
217,331,70,25,965,434,662
176,331,70,8,684,352,662
234,330,70,13,805,468,660
127,330,70,6,611,254,660
376,328,70,23,714,752,656
256,328,70,13,702,512,656
211,328,70,1,722,422,656
334,327,70,10,612,668,654
191,327,70,17,781,382,654
341,326,70,18,722,682,652
310,326,70,15,673,620,652
185,326,70,7,708,370,652
135,326,70,31,896,270,652
298,325,70,21,650,596,650
226,325,70,24,1157,452,650
199,325,70,30,908,398,650
322,324,70,33,758,644,648
216,324,70,8,756,432,648
241,323,70,12,777,482,646
382,322,70,1,553,764,644
290,322,70,22,637,580,644
169,322,70,10,768,338,644
372,321,70,19,670,744,642
313,321,70,7,712,626,642
298,321,70,1,607,596,642
358,318,70,14,619,716,636
209,318,70,2,739,418,636
267,317,70,17,908,534,634
330,316,70,22,957,660,632
180,316,70,18,783,360,632
120,316,70,27,780,240,632
207,315,70,1,734,414,630
138,315,70,19,746,276,630
343,314,70,26,683,686,628
323,314,70,20,755,646,628
286,314,70,5,588,572,628
219,314,70,16,911,438,628
165,314,70,2,669,330,628
114,314,70,6,634,228,628
330,313,70,7,664,660,626
250,313,70,28,1281,500,626
266,312,70,2,694,532,624
259,312,70,5,757,518,624
302,311,70,31,1583,604,622
271,311,70,10,699,542,622
201,311,70,7,745,402,622
132,310,70,8,669,264,620
242,309,70,29,951,484,618
213,309,70,18,844,426,618
296,307,70,14,869,592,614
194,307,70,16,835,388,614
188,307,70,15,804,376,614
166,307,70,8,713,332,614
321,305,70,27,832,642,610
261,305,70,8,774,522,610
175,305,70,10,708,350,610
127,305,70,12,671,254,610
227,304,70,47,1063,454,608
203,304,70,9,746,406,608
117,303,70,31,893,234,606
301,302,70,57,1120,602,604
272,302,70,2,705,544,604
125,302,70,3,666,250,604
101,302,70,56,976,202,604
251,301,70,12,751,502,602
295,300,70,7,674,590,600
247,300,70,1,755,494,600
113,300,70,16,846,226,600
313,299,70,44,1123,626,598
158,299,70,11,705,316,598
136,299,70,1,607,272,598
309,298,70,20,790,618,596
152,298,70,4,632,304,596
192,297,70,7,754,384,594
184,297,70,8,715,368,594
302,296,70,5,708,604,592
283,296,70,32,753,566,592
243,296,70,2,798,486,592
222,296,70,8,791,444,592
164,296,70,2,692,328,592
148,296,70,3,632,296,592
206,295,70,2,761,412,590
200,295,70,10,756,400,590
177,295,70,6,764,354,590
105,295,70,7,750,210,590
96,295,70,28,936,192,590
127,293,70,5,626,254,586
257,291,70,2,728,514,582
249,291,70,5,723,498,582
141,291,70,7,678,282,582
114,291,70,35,1030,228,582
312,290,70,14,1184,624,580
310,290,70,1,733,620,580
231,290,70,37,899,462,580
194,290,70,6,737,388,580
265,289,70,61,967,530,578
283,288,70,3,605,566,576
163,287,70,16,750,326,574
177,285,70,12,757,354,570
260,284,70,10,802,520,568
220,284,70,6,799,440,568
212,284,70,11,848,424,568
134,284,70,26,745,268,568
246,283,70,2,795,492,566
194,283,70,7,733,388,566
113,283,70,20,919,226,566
303,282,70,33,945,606,564
120,282,70,7,692,240,564
91,282,70,49,963,182,564
229,281,70,18,893,458,562
204,279,70,22,997,408,558
199,279,70,2,728,398,558
159,279,70,9,712,318,558
262,278,70,4,747,524,556
240,278,70,25,880,480,556
222,278,70,6,815,444,556
142,278,70,11,648,284,556
124,277,70,2,604,248,554
340,276,70,2,523,680,552
281,276,70,23,914,562,552
175,276,70,16,841,350,552
156,276,70,5,719,312,552
348,275,70,14,586,696,550
268,275,70,38,924,536,550
163,275,70,1,700,326,550
318,274,70,20,663,636,548
290,274,70,2,697,580,548
217,274,70,5,803,434,548
344,272,70,2,549,688,544
90,272,70,13,692,180,544
243,271,70,14,909,486,542
203,271,70,2,767,406,542
173,271,70,3,707,346,542
293,270,70,33,1013,586,540
181,270,70,7,747,362,540
102,270,70,6,669,204,540
98,270,70,4,689,196,540
130,269,70,25,1068,260,538
374,268,70,19,639,748,536
256,268,70,8,824,512,536
232,268,70,15,1186,464,536
157,268,70,7,710,314,536
362,267,70,28,775,724,534
312,267,70,10,597,624,534
189,267,70,11,786,378,534
150,267,70,9,745,300,534
328,266,70,13,741,656,532
253,265,70,2,802,506,530
224,265,70,20,1278,448,530
209,265,70,29,1201,418,530
198,265,70,1,745,396,530
116,265,70,7,663,232,530
270,264,70,17,930,540,528
249,264,70,3,803,498,528
130,264,70,4,738,260,528
120,264,70,29,748,240,528
155,263,70,1,638,310,526
386,262,70,24,886,772,524
240,262,70,20,1011,480,524
182,262,70,3,697,364,524
372,261,70,15,796,744,522
348,261,70,26,656,696,522
227,261,70,24,1430,454,522
214,261,70,7,847,428,522
359,259,70,22,963,718,518
326,259,70,24,655,652,518
109,259,70,17,783,218,518
281,258,70,47,849,562,516
220,258,70,3,842,440,516
148,258,70,4,679,296,516
97,258,70,9,649,194,516
390,257,70,20,700,780,514
331,257,70,2,578,662,514
318,257,70,3,603,636,514
190,257,70,20,806,380,514
167,257,70,11,772,334,514
134,257,70,15,757,268,514
310,256,70,21,748,620,512
182,255,70,4,727,364,510
159,255,70,9,708,318,510
373,254,70,20,927,746,508
278,254,70,20,897,556,508
258,254,70,25,1037,516,508
222,254,70,16,885,444,508
197,254,70,8,857,394,508
251,253,70,8,802,502,506
239,253,70,1,742,478,506
204,253,70,16,819,408,506
397,252,70,13,671,794,504
269,252,70,16,764,538,504
165,252,70,5,757,330,504
391,251,70,7,769,782,502
298,251,70,64,913,596,502
188,251,70,4,750,376,502
150,251,70,16,795,300,502
339,249,70,5,543,678,498
328,249,70,3,568,656,498
220,249,70,4,785,440,498
149,249,70,1,694,298,498
380,248,70,34,981,760,496
309,248,70,13,632,618,496
225,248,70,10,885,450,496
210,248,70,18,877,420,496
396,247,70,11,719,792,494
281,247,70,6,719,562,494
231,247,70,23,1090,462,494
127,247,70,20,875,254,494
115,247,70,17,1046,230,494
253,246,70,9,772,506,492
121,246,70,15,822,242,492
95,246,70,15,1182,190,492
386,245,70,10,725,772,490
259,244,70,18,796,518,488
341,243,70,1,532,682,486
272,243,70,26,1030,544,486
250,243,70,3,772,500,486
287,242,70,24,776,574,484
215,242,70,4,803,430,484
184,242,70,14,766,368,484
164,242,70,1,695,328,484
317,241,70,21,639,634,482
232,241,70,2,765,464,482
195,241,70,16,824,390,482
102,241,70,45,789,204,482
388,240,70,41,814,776,480
118,240,70,9,703,236,480
97,240,70,2,618,194,480
371,239,70,24,630,742,478
353,239,70,21,639,706,478
255,239,70,7,775,510,478
223,239,70,8,857,446,478
208,239,70,13,817,416,478
172,238,70,24,845,344,476
330,237,70,15,589,660,474
244,237,70,17,857,488,474
274,236,70,12,815,548,472
250,236,70,7,799,500,472
237,236,70,12,778,474,472
150,236,70,7,717,300,472
282,235,70,8,839,564,470
411,234,70,10,625,822,468
400,234,70,5,637,800,468
299,234,70,12,629,598,468
289,233,70,8,695,578,466
212,233,70,13,858,424,466
198,233,70,7,771,396,466
270,232,70,6,710,540,464
188,232,70,27,810,376,464
383,231,70,2,587,766,462
349,231,70,8,606,698,462
341,231,70,14,648,682,462
155,231,70,4,752,310,462
308,230,70,4,585,616,460
275,230,70,4,712,550,460
220,230,70,19,1012,440,460
294,228,70,13,680,588,456
249,228,70,19,814,498,456
373,227,70,34,847,746,454
229,227,70,15,815,458,454
154,227,70,1,692,308,454
148,227,70,15,800,296,454
109,227,70,29,939,218,454
393,226,70,18,708,786,452
358,226,70,16,697,716,452
272,226,70,1,666,544,452
247,226,70,6,799,494,452
101,225,70,20,868,202,450
237,224,70,3,763,474,448
206,224,70,19,867,412,448
178,224,70,17,781,356,448
156,224,70,9,778,312,448
405,222,70,74,976,810,444
302,222,70,19,730,604,444
203,222,70,8,872,406,444
123,222,70,54,885,246,444
145,221,70,4,722,290,442
388,220,70,24,775,776,440
380,220,70,7,614,760,440
345,220,70,3,609,690,440
337,220,70,24,684,674,440
270,220,70,6,677,540,440
111,220,70,22,1140,222,440
279,219,70,8,688,558,438
92,219,70,5,580,184,438
259,218,70,1,696,518,436
124,218,70,7,651,248,436
97,218,70,9,692,194,436
328,217,70,14,577,656,434
178,217,70,7,731,356,434
355,216,70,25,730,710,432
399,215,70,15,899,798,430
371,215,70,25,778,742,430
279,215,70,1,656,558,430
215,215,70,29,997,430,430
143,215,70,9,708,286,430
231,214,70,25,902,462,428
192,214,70,28,1067,384,428
245,213,70,38,1259,490,426
204,213,70,17,864,408,426
175,213,70,2,714,350,426
167,212,70,23,796,334,424
104,212,70,51,1304,208,424
314,211,70,39,789,628,422
369,210,70,7,653,738,420
284,210,70,24,1158,568,420
195,210,70,4,852,390,420
136,210,70,3,657,272,420
377,209,70,12,719,754,418
240,209,70,7,829,480,418
383,208,70,2,603,766,416
118,208,70,13,769,236,416
326,206,70,24,659,652,412
269,206,70,29,789,538,412
250,206,70,4,724,500,412
123,206,70,9,737,246,412
114,206,70,1,649,228,412
232,205,70,20,1045,464,410
141,205,70,21,894,282,410
349,204,70,14,765,698,408
301,204,70,21,697,602,408
225,204,70,18,894,450,408
164,204,70,2,729,328,408
159,204,70,2,702,318,408
367,203,70,19,783,734,406
211,203,70,21,879,422,406
295,202,70,6,678,590,404
282,202,70,1,642,564,404
257,202,70,35,804,514,404
243,202,70,19,906,486,404
129,202,70,10,654,258,404
118,202,70,4,647,236,404
356,201,70,15,649,712,402
339,201,70,9,578,678,402
181,201,70,15,758,362,402
173,201,70,19,791,346,402
150,201,70,15,809,300,402
408,200,70,30,685,816,400
397,200,70,39,918,794,400
191,200,70,6,783,382,400
388,199,70,30,902,776,398
322,198,70,24,721,644,396
163,198,70,6,766,326,396
372,197,70,23,711,744,394
378,196,70,15,716,756,392
307,196,70,35,726,614,392
232,196,70,1,759,464,392
220,196,70,29,967,440,392
213,195,70,2,813,426,390
291,194,70,36,823,582,388
183,194,70,2,735,366,388
384,193,70,4,601,768,386
276,193,70,42,902,552,386
143,193,70,7,695,286,386
392,192,70,19,703,784,384
151,192,70,8,726,302,384
135,192,70,22,785,270,384
340,191,70,35,694,680,382
238,191,70,19,766,476,382
217,191,70,15,1249,434,382
120,191,70,18,796,240,382
166,190,70,2,708,332,380
161,190,70,4,758,322,380
176,189,70,10,750,352,378
132,189,70,5,661,264,378
325,188,70,15,633,650,376
249,187,70,3,631,498,374
331,186,70,4,565,662,372
240,186,70,4,757,480,372
203,186,70,83,1379,406,372
201,186,70,9,1039,402,372
129,186,70,1,624,258,372
351,185,70,14,736,702,370
244,185,70,4,709,488,370
112,185,70,14,616,224,370
360,184,70,22,1091,720,368
310,184,70,29,742,620,368
231,184,70,20,1110,462,368
226,184,70,10,796,452,368
185,183,70,2,742,370,366
257,182,70,25,925,514,364
167,182,70,7,739,334,364
369,181,70,14,678,738,362
287,181,70,27,781,574,362
210,181,70,10,844,420,362
192,181,70,16,902,384,362
155,180,70,4,749,310,360
177,179,70,1,704,354,358
352,178,70,17,697,704,356
272,178,70,11,728,544,356
115,178,70,16,649,230,356
243,177,70,7,643,486,354
233,177,70,27,868,466,354
312,176,70,27,784,624,352
225,176,70,4,695,450,352
296,175,70,22,670,592,350
217,175,70,21,859,434,350
340,174,70,20,645,680,348
275,174,70,1,616,550,348
238,174,70,3,675,476,348
121,174,70,40,708,242,348
327,173,70,30,735,654,346
284,173,70,27,1028,568,346
180,173,70,10,757,360,346
172,171,70,1,700,344,342
254,168,70,6,671,508,336
186,168,70,14,785,372,336
362,167,70,10,601,724,334
195,166,70,36,1008,390,332
250,165,70,4,598,500,330
135,165,70,11,629,270,330
347,164,70,17,692,694,328
339,164,70,10,636,678,328
328,163,70,4,589,656,326
314,163,70,34,688,628,326
297,163,70,30,828,594,326
240,163,70,12,590,480,326
182,163,70,12,810,364,326
277,162,70,6,595,554,324
267,160,70,9,595,534,320
208,160,70,4,624,416,320
353,159,70,3,558,706,318
261,159,70,5,564,522,318
296,158,70,3,616,592,316
217,158,70,11,614,434,316
198,158,70,8,699,396,316
147,156,70,36,1014,294,312
302,155,70,1,570,604,310
174,155,70,24,758,348,310
164,155,70,9,686,328,310
329,154,70,18,626,658,308
274,154,70,14,710,548,308
339,153,70,30,745,678,306
318,153,70,7,554,636,306
127,153,70,17,678,254,306
309,152,70,9,566,618,304
298,151,70,9,597,596,302
137,151,70,7,585,274,302
164,150,70,3,625,328,300
162,142,70,3,567,324,284
357,401,71,27,920,714,802
369,398,71,11,613,738,796
349,394,71,23,609,698,788
370,393,71,9,615,740,786
364,393,71,5,605,728,786
366,391,71,1,566,732,782
354,389,71,11,657,708,778
339,386,71,5,533,678,772
358,383,71,24,768,716,766
355,382,71,1,548,710,764
327,379,71,19,602,654,758
337,375,71,11,651,674,750
344,369,71,13,583,688,738
323,367,71,16,585,646,734
212,366,71,15,751,424,732
193,364,71,4,650,386,728
329,363,71,20,604,658,726
318,361,71,2,542,636,722
231,360,71,4,564,462,720
215,360,71,1,703,430,720
173,360,71,13,614,346,720
219,359,71,33,899,438,718
167,359,71,1,580,334,718
214,357,71,3,736,428,714
218,356,71,5,752,436,712
182,356,71,10,672,364,712
312,355,71,13,567,624,710
159,353,71,11,716,318,706
209,352,71,1,673,418,704
325,350,71,35,798,650,700
220,350,71,5,724,440,700
185,350,71,8,690,370,700
228,349,71,15,687,456,698
310,348,71,6,597,620,696
197,347,71,39,914,394,694
150,346,71,3,613,300,692
254,345,71,4,541,508,690
190,345,71,46,901,380,690
142,345,71,11,626,284,690
309,343,71,5,569,618,686
235,342,71,20,690,470,684
203,342,71,2,720,406,684
173,342,71,5,617,346,684
217,341,71,8,722,434,682
314,340,71,44,834,628,680
229,339,71,4,703,458,678
154,339,71,12,718,308,678
360,337,71,4,580,720,674
138,337,71,11,600,276,674
206,336,71,21,973,412,672
252,335,71,8,650,504,670
336,333,71,5,579,672,666
121,333,71,13,582,242,666
304,332,71,20,690,608,664
207,332,71,3,699,414,664
368,331,71,38,732,736,662
243,331,71,24,742,486,662
217,331,71,24,955,434,662
177,331,71,7,685,354,662
234,330,71,12,784,468,660
128,330,71,2,596,256,660
376,328,71,23,727,752,656
257,328,71,11,700,514,656
210,328,71,3,707,420,656
334,327,71,10,614,668,654
191,327,71,16,769,382,654
341,326,71,18,720,682,652
310,326,71,15,672,620,652
298,326,71,19,649,596,652
185,326,71,6,702,370,652
135,326,71,31,909,270,652
226,325,71,24,1191,452,650
199,325,71,29,888,398,650
131,325,71,1,571,262,650
322,324,71,35,771,644,648
246,324,71,5,745,492,648
162,324,71,1,608,324,648
241,323,71,8,751,482,646
217,323,71,11,748,434,646
382,322,71,1,538,764,644
290,322,71,22,639,580,644
169,322,71,10,784,338,644
372,321,71,20,663,744,642
298,321,71,1,611,596,642
343,317,71,19,717,686,634
267,317,71,17,875,534,634
330,316,71,25,983,660,632
180,316,71,18,761,360,632
120,316,71,29,790,240,632
359,315,71,17,598,718,630
207,315,71,11,759,414,630
138,315,71,20,754,276,630
345,314,71,5,561,690,628
323,314,71,15,792,646,628
219,314,71,18,940,438,628
114,314,71,7,654,228,628
287,313,71,6,585,574,626
250,313,71,28,1265,500,626
165,313,71,2,662,330,626
330,312,71,7,649,660,624
267,312,71,2,717,534,624
260,312,71,3,757,520,624
302,311,71,29,1636,604,622
271,311,71,10,719,542,622
201,311,71,5,735,402,622
132,310,71,6,681,264,620
242,309,71,29,918,484,618
213,309,71,17,815,426,618
307,307,71,57,1098,614,614
296,307,71,14,879,592,614
194,307,71,18,817,388,614
188,307,71,15,809,376,614
166,307,71,8,690,332,614
152,306,71,1,608,304,612
321,305,71,29,819,642,610
261,305,71,8,748,522,610
175,305,71,10,751,350,610
127,305,71,12,683,254,610
227,304,71,46,1031,454,608
203,304,71,11,743,406,608
116,304,71,30,886,232,608
313,302,71,32,1115,626,604
301,302,71,9,763,602,604
101,302,71,54,961,202,604
271,301,71,8,716,542,602
251,301,71,13,760,502,602
125,301,71,4,658,250,602
113,300,71,15,861,226,600
321,299,71,10,714,642,598
158,299,71,11,706,316,598
136,299,71,1,607,272,598
309,298,71,21,807,618,596
296,298,71,10,679,592,596
152,298,71,3,626,304,596
192,297,71,6,717,384,594
184,297,71,10,725,368,594
302,296,71,5,693,604,592
283,296,71,39,727,566,592
224,296,71,5,777,448,592
164,296,71,2,654,328,592
148,296,71,3,644,296,592
206,295,71,2,773,412,590
200,295,71,9,760,400,590
177,295,71,7,735,354,590
96,295,71,28,917,192,590
127,294,71,5,613,254,588
106,293,71,8,740,212,586
257,292,71,1,695,514,584
249,291,71,5,725,498,582
231,291,71,45,914,462,582
141,291,71,7,668,282,582
115,291,71,34,1045,230,582
312,290,71,15,1232,624,580
309,290,71,2,727,618,580
194,290,71,6,752,388,580
265,289,71,60,952,530,578
163,288,71,13,744,326,576
283,287,71,4,601,566,574
177,285,71,12,725,354,570
260,284,71,11,795,520,568
213,284,71,10,832,426,568
134,284,71,27,738,268,568
246,283,71,5,839,492,566
195,283,71,5,726,390,566
183,283,71,2,715,366,566
120,283,71,6,699,240,566
113,283,71,20,935,226,566
92,283,71,42,962,184,566
303,282,71,32,935,606,564
240,282,71,16,862,480,564
229,281,71,19,903,458,562
299,280,71,1,602,598,560
222,279,71,6,803,444,558
204,279,71,22,995,408,558
159,279,71,11,729,318,558
262,278,71,4,764,524,556
142,278,71,11,647,284,556
281,277,71,22,869,562,554
156,277,71,3,703,312,554
124,277,71,2,607,248,554
340,276,71,3,522,680,552
221,276,71,2,762,442,552
175,276,71,16,833,350,552
349,275,71,13,573,698,550
268,275,71,35,919,536,550
217,275,71,3,783,434,550
318,274,71,22,672,636,548
290,274,71,1,683,580,548
163,274,71,1,650,326,548
267,273,71,1,731,534,546
203,272,71,1,768,406,544
90,272,71,13,689,180,544
344,271,71,5,585,688,542
293,271,71,35,1030,586,542
241,271,71,25,911,482,542
182,271,71,1,716,364,542
103,271,71,1,627,206,542
323,269,71,2,575,646,538
130,269,71,24,1044,260,538
375,268,71,17,643,750,536
256,268,71,7,806,512,536
232,268,71,14,1220,464,536
157,268,71,8,698,314,536
97,268,71,10,695,194,536
312,267,71,10,588,624,534
190,267,71,10,762,380,534
150,267,71,10,711,300,534
363,266,71,30,749,726,532
328,266,71,14,770,656,532
254,265,71,2,759,508,530
224,265,71,20,1267,448,530
209,265,71,28,1236,418,530
175,265,71,2,694,350,530
116,265,71,6,680,232,530
270,264,71,15,905,540,528
249,264,71,3,815,498,528
129,264,71,5,732,258,528
121,264,71,25,730,242,528
154,263,71,2,642,308,526
387,262,71,21,979,774,524
300,262,71,25,837,600,524
182,262,71,5,714,364,524
372,261,71,16,762,744,522
349,261,71,24,679,698,522
240,261,71,23,1020,480,522
227,261,71,24,1444,454,522
